iter	Logloss
253	0.5535423398
254	0.5530978501
255	0.5527338326
256	0.552288276
257	0.5517516196
258	0.551210165
259	0.5507682145
260	0.5501318395
261	0.5495000601
262	0.5490576327
263	0.548833096
264	0.5485210478
265	0.5480796278
266	0.5474506259
267	0.547188139
268	0.5467524529
269	0.5463157833
270	0.5458750308
271	0.5454397261
272	0.5448131323
273	0.5442844272
274	0.5438506424
275	0.5435923517
276	0.5431576312
277	0.5427261055
278	0.5422924399
279	0.5418612361
280	0.5412373483
281	0.5408052504
282	0.5405487478
283	0.5399286985
284	0.5395012856
285	0.5389751792
286	0.5385480762
287	0.5381180465
288	0.5375977099
289	0.5370772421
290	0.5364631474
291	0.5360387623
292	0.5355214238
293	0.53500126
294	0.5345754027
295	0.5341508865
296	0.5337305605
297	0.5332141817
298	0.5327919185
299	0.5325420141
300	0.5321199119
301	0.5319060266
302	0.5315646291
303	0.5311426163
304	0.5305368841
305	0.5301204979
306	0.5297000468
307	0.5292807102
308	0.5288616002
309	0.528355962
310	0.5277548671
311	0.5273403883
312	0.5269216299
313	0.5263246357
314	0.5258216321
315	0.5254076183
316	0.5249035716
317	0.5244919062
318	0.5240771592
319	0.5234867811
320	0.5230745077
321	0.5224814653
322	0.522072798
323	0.5218456268
324	0.5215961635
325	0.5215162516
326	0.5211095154
327	0.520699954
328	0.5201110899
329	0.5197049618
330	0.5192957163
331	0.5188889682
332	0.518481046
333	0.5182381928
334	0.517905134
335	0.5174984217
336	0.5170961618
337	0.5168522775
338	0.5164490581
339	0.516241771
340	0.5157486558
341	0.5153458536
342	0.5148569584
343	0.5144544065
344	0.5140517533
345	0.5136516452
346	0.5132505357
347	0.5126732349
348	0.5121888161
349	0.511785996
350	0.5113896906
351	0.5109012127
352	0.5103294015
353	0.5099323034
354	0.5094491839
355	0.5088330567
356	0.5084365487
357	0.5080434382
358	0.5077614963
359	0.5071924508
360	0.5067112565
361	0.5062323034
362	0.5058398247
363	0.5054475427
364	0.5049720109
365	0.5044912517
366	0.5040162742
367	0.5037781537
368	0.5034997225
369	0.5031104565
370	0.5026354551
371	0.5021636069
372	0.5016918421
373	0.5013039827
374	0.5008323133
375	0.50044384
376	0.4999714136
377	0.4997440577
378	0.4993558168
379	0.4991400361
380	0.4986706853
381	0.4982880831
382	0.4977354169
383	0.4973499477
384	0.4970424414
385	0.4966583252
386	0.4961928487
387	0.4958088994
388	0.4952616453
389	0.4948791742
390	0.4944163024
391	0.4940360785
392	0.4936591983
393	0.4932792962
394	0.4928165436
395	0.4924392343
396	0.4920619667
397	0.491600883
398	0.4911395431
399	0.49076491
400	0.4903894424
401	0.4899302602
402	0.4894730926
403	0.4892553508
404	0.4888803601
405	0.4885077178
406	0.4881340444
407	0.4876793563
408	0.4873070955
409	0.4870335996
410	0.4864954412
411	0.486048454
412	0.485676688
413	0.4853071392
414	0.4849346638
415	0.4845665157
416	0.4841148853
417	0.4837471485
418	0.4834771812
419	0.4830299079
420	0.4825816453
421	0.4821303308
422	0.4816018701
423	0.4812349856
424	0.4809416115
425	0.4805759728
426	0.4801314235
427	0.4797660768
428	0.4795483291
429	0.479187417
430	0.4788213551
431	0.4782981396
432	0.4777752876
433	0.4774151683
434	0.4770552099
435	0.4766942382
436	0.4763313532
437	0.475813216
438	0.4754549026
439	0.4750936806
440	0.474657166
441	0.4742206395
442	0.4739660621
443	0.4736105025
444	0.4732540011
445	0.4730366766
446	0.4725216031
447	0.4723398745
448	0.4719029903
449	0.4714682817
450	0.471114713
451	0.4708285689
452	0.4703961015
453	0.4699649453
454	0.4695328236
455	0.4691799402
456	0.4688271523
457	0.4685453415
458	0.4681918025
459	0.4678424597
460	0.4676329255
461	0.4672796607
462	0.466933918
463	0.4665819764
464	0.4661538124
465	0.4658074617
466	0.4653799057
467	0.4648742318
468	0.4644541264
469	0.4641053438
470	0.4637588143
471	0.4632575274
472	0.4629115105
473	0.4625676274
474	0.4622218251
475	0.4618782997
476	0.4614568353
477	0.4612514853
478	0.460905087
479	0.4605610371
480	0.4600650668
481	0.4597212911
482	0.4593798161
483	0.4589623213
484	0.4586211324
485	0.4582028627
486	0.4578641534
487	0.4575235248
488	0.4571851015
489	0.456769526
490	0.456358397
491	0.4559449911
492	0.4555328012
493	0.4553296089
494	0.4550791264
495	0.4547446251
496	0.4544070482
497	0.4539942622
498	0.4536582947
499	0.4533234119
500	0.4529876113
501	0.45265311
502	0.4523198247
503	0.451984489
504	0.4515760183
505	0.4514064431
506	0.4509966254
507	0.4506650567
508	0.4503337026
509	0.4499276519
510	0.4495964408
511	0.4494269729
512	0.4492607355
513	0.4489286065
514	0.4485998988
515	0.4481963038
516	0.4478667498
517	0.4475405693
518	0.4472103
519	0.4468800902
520	0.44648
521	0.4462360501
522	0.4458339572
523	0.4455055356
524	0.445179379
525	0.4447784185
526	0.4446103096
527	0.4442144275
528	0.4438898444
529	0.4436190605
530	0.443296802
531	0.4428941011
532	0.4425700665
533	0.4421746969
534	0.4418510556
535	0.4415266156
536	0.4412044287
537	0.4408832788
538	0.4404910207
539	0.440093267
540	0.439772737
541	0.4394503593
542	0.4390617847
543	0.438741672
544	0.4384208322
545	0.43802917
546	0.4375648141
547	0.4372456431
548	0.4369266391
549	0.4365397573
550	0.4363511086
551	0.4359623432
552	0.4355745554
553	0.4352582097
554	0.4349419236
555	0.4346258759
556	0.4343109727
557	0.4338519335
558	0.4335395694
559	0.433150208
560	0.432694459
561	0.4323837638
562	0.4319957137
563	0.4316111207
564	0.4313002467
565	0.4309154153
566	0.4306016684
567	0.4302912712
568	0.4299799681
569	0.4296012998
570	0.4292219996
571	0.4288391113
572	0.4284598112
573	0.4280786991
574	0.427770555
575	0.4274636149
576	0.4271557212
577	0.4268480062
578	0.4263989925
579	0.4260938525
580	0.4257189274
581	0.4253434062
582	0.4250374675
583	0.4247328162
584	0.4244283319
585	0.4241228819
586	0.4238175631
587	0.423515594
588	0.423210609
589	0.4228363991
590	0.4225319028
591	0.4222327113
592	0.4219283938
593	0.4215593338
594	0.4212541938
595	0.421007216
596	0.4207829475
597	0.4204157591
598	0.4201152682
599	0.4198160291
600	0.41937747
601	0.4190095901
602	0.4186422944
603	0.4182747483
604	0.4179084301
605	0.4175427079
606	0.4171080112
607	0.4166732311
608	0.4163787603
609	0.416082418
610	0.4157155633
611	0.4154196262
612	0.4149521708
613	0.4145923376
614	0.4142315984
615	0.4139381886
616	0.4136428475
617	0.4133486509
618	0.4129874349
619	0.4128153086
620	0.4125216484
621	0.4121638656
622	0.4118725657
623	0.4115127206
624	0.4112218261
625	0.4108635902
626	0.4104383826
627	0.4100144744
628	0.4095921397
629	0.4093022704
630	0.4091398001
631	0.4087854743
632	0.4084312916
633	0.4081427336
634	0.4078544736
635	0.4075684071
636	0.4071442485
637	0.4068595529
638	0.4065729141
639	0.4063680172
640	0.4060795546
641	0.4058684349
642	0.4055175066
643	0.4052335858
644	0.4049477577
645	0.4045951724
646	0.4043117404
647	0.4040275812
648	0.4037402153
649	0.4033944488
650	0.4032514691
651	0.402967453
652	0.4026880503
653	0.4025177598
654	0.4021719098
655	0.4018907428
656	0.40160743
657	0.4011975408
658	0.4009175897
659	0.4005736709
660	0.400294888
661	0.4000170231
662	0.3996724129
663	0.3993946433
664	0.3990502954
665	0.3986451149
666	0.3983697653
667	0.3980914116
668	0.3977540731
669	0.3974147201
670	0.3971384406
671	0.3968633771
672	0.3965884328
673	0.3961871028
674	0.3960449457
675	0.3956437945
676	0.3953701138
677	0.3950964928
678	0.3947615385
679	0.3944232583
680	0.3941508412
681	0.3938774943
682	0.3934792638
683	0.3932081819
684	0.3928731441
685	0.3926021576
686	0.3923312187
687	0.3919982195
688	0.3916669846
689	0.3913357496
690	0.3910660386
691	0.3909291983
692	0.3906605959
693	0.390498817
694	0.390166378
695	0.389897871
696	0.3895656466
697	0.3894287348
698	0.3890993476
699	0.3887077808
700	0.3883802056
701	0.3881132007
702	0.3878473401
703	0.3874572396
704	0.3870673656
705	0.3867420793
706	0.3864157438
707	0.3861522675
708	0.3858879685
709	0.385667336
710	0.3855331898
711	0.3852063417
712	0.3849431396
713	0.3846799612
714	0.3844179392
715	0.3841548085
716	0.3840055108
717	0.3836845875
718	0.3835275292
719	0.3832666755
720	0.383003819
721	0.3827431321
722	0.3824235201
723	0.3820412278
724	0.3817217708
725	0.3814022779
726	0.3811429977
727	0.3808212638
728	0.3805620313
729	0.3801816821
730	0.379923737
731	0.3796067238
732	0.3793488145
733	0.3790910721
734	0.378834331
735	0.3785767436
736	0.3782603621
737	0.3780038953
738	0.3778538227
739	0.3775973678
740	0.377341032
741	0.3770276308
742	0.3767734528
743	0.3764600992
744	0.3762049794
745	0.3760602355
746	0.3758072376
747	0.3754907966
748	0.3752837777
749	0.3750310421
750	0.3747210026
751	0.3744073391
752	0.374155736
753	0.3739043713
754	0.3735323787
755	0.3732226729
756	0.3729104996
757	0.3726019502
758	0.3722955465
759	0.3720445752
760	0.3716765046
761	0.3713086605
762	0.3711599588
763	0.3708522081
764	0.3706035733
765	0.3702975035
766	0.3700480819
767	0.3698007345
768	0.3695524454
769	0.3692470074
770	0.3689422131
771	0.3688159585
772	0.3685698867
773	0.3683632612
774	0.3680006385
775	0.3677537084
776	0.3674490452
777	0.3672034502
778	0.3668994904
779	0.3666549087
780	0.3664105535
781	0.3661076784
782	0.3658059597
783	0.3655628681
784	0.3653185964
785	0.3650743842
786	0.364773941
787	0.3644762278
788	0.3642332911
789	0.363990438
790	0.3636922479
791	0.3633936405
792	0.3631531
793	0.363008225
794	0.3627678156
795	0.3625262856
796	0.362285912
797	0.3620456696
798	0.361750567
799	0.3614517212
800	0.3612115622
801	0.3610703945
802	0.3607164025
803	0.3604219794
804	0.3601831913
805	0.3598871469
806	0.3595903516
807	0.3593528509
808	0.3591145277
809	0.3589938641
810	0.3586434007
811	0.3584456444
812	0.3581566453
813	0.3579195857
814	0.357682538
815	0.3573898792
816	0.3571530461
817	0.3569183826
818	0.356747508
819	0.3564600348
820	0.3561667919
821	0.3559324622
822	0.3555864692
823	0.3553533316
824	0.3551191807
825	0.3547758102
826	0.3545418382
827	0.354253161
828	0.3539093494
829	0.3536196589
830	0.3533881783
831	0.353101778
832	0.3528693557
833	0.3525280356
834	0.352244699
835	0.3520146251
836	0.351727879
837	0.3514437318
838	0.3511616826
839	0.3509328723
840	0.3506466746
841	0.35041821
842	0.3501887083
843	0.3499602199
844	0.3496756077
845	0.3493912578
846	0.3491641402
847	0.349027431
848	0.3488005519
849	0.3486650229
850	0.3483840704
851	0.3481013656
852	0.3477675319
853	0.3474317908
854	0.3472074509
855	0.3469821095
856	0.3467026472
857	0.3464774609
858	0.3462532282
859	0.3459758043
860	0.3457004786
861	0.3455132365
862	0.3452893257
863	0.3451061964
864	0.3448282242
865	0.3446409941
866	0.3442827106
867	0.3440087438
868	0.3437860847
869	0.3436252117
870	0.3433487654
871	0.3430201054
872	0.3427988529
873	0.3425778031
874	0.3423009396
875	0.3420811415
876	0.3418080091
877	0.3416231275
878	0.341403389
879	0.3411838055
880	0.3409642577
881	0.3406902313
882	0.3404708743
883	0.3401467443
884	0.3399295807
885	0.339710474
886	0.3394914269
887	0.3392744184
888	0.3390961766
889	0.3388792515
890	0.3386090755
891	0.3383934021
892	0.3381747603
893	0.3378539205
894	0.3375868917
895	0.3373177648
896	0.337050879
897	0.3368357301
898	0.3365163326
899	0.3362516403
900	0.3360367298
901	0.3358218312
902	0.3356081247
903	0.3353436947
904	0.3350271225
905	0.3348136783
906	0.3346001863
907	0.3343868256
908	0.3341204166
909	0.3339082837
910	0.3336961865
911	0.3334831119
912	0.3332183003
913	0.333006537
914	0.3327947378
915	0.3325830817
916	0.3323725224
917	0.3321619868
918	0.3318978667
919	0.3316876054
920	0.3314772725
921	0.3312183261
922	0.3309071898
923	0.3306475043
924	0.3304385424
925	0.3302286386
926	0.3299200535
927	0.3297101974
928	0.3294538617
929	0.3291933298
930	0.3289340138
931	0.3286778927
932	0.3284707665
933	0.3282128215
934	0.3279568672
935	0.3276992202
936	0.327577126
937	0.3273702741
938	0.3271644831
939	0.3268583417
940	0.3266058564
941	0.3263490319
942	0.3260957718
943	0.3258435011
944	0.3255913258
945	0.325336349
946	0.3251821756
947	0.3248801112
948	0.3246761799
949	0.324374342
950	0.3241206884
951	0.3239169478
952	0.3236667037
953	0.3234632015
954	0.3232617736
955	0.3230583191
956	0.3228064656
957	0.3225547433
958	0.3223032594
959	0.3221012831
960	0.3219004869
961	0.3216996312
962	0.3214988589
963	0.3213299632
964	0.3210834503
965	0.3208347201
966	0.3205109715
967	0.3203106165
968	0.3200602055
969	0.3197375536
970	0.319539547
971	0.3193404675
972	0.3191424727
973	0.3189445972
974	0.3187458038
975	0.318549037
976	0.3183017254
977	0.3181041718
978	0.3179077268
979	0.3176634192
980	0.3174660206
981	0.3172203302
982	0.3169287205
983	0.3166834354
984	0.3164875507
985	0.31634624
986	0.3161503792
987	0.3159055591
988	0.3156639695
989	0.3154694796
990	0.3151798725
991	0.3149845004
992	0.3147433996
993	0.3144274712
994	0.3141883731
995	0.3139933109
996	0.3138002634
997	0.3135147929
998	0.3132723093
999	0.3131729722
